Episode 95 done, steps = 58398, actions = [0:0/526 | 1:219/526 | 2:3/526 | 3:300/526 | 4:4/526 | 5:0/526 | ], loss = 2.4105091094970703, rewards = 80.0, consume time = 148.46843600273132s
Episode 96 done, steps = 59437, actions = [0:0/1039 | 1:293/1039 | 2:2/1039 | 3:734/1039 | 4:10/1039 | 5:0/1039 | ], loss = 9.900811195373535, rewards = 305.0, consume time = 150.98765897750854s
Episode 97 done, steps = 59963, actions = [0:0/526 | 1:202/526 | 2:0/526 | 3:322/526 | 4:2/526 | 5:0/526 | ], loss = 1.028532862663269, rewards = 50.0, consume time = 152.3944399356842s
Episode 98 done, steps = 60489, actions = [0:0/526 | 1:184/526 | 2:0/526 | 3:342/526 | 4:0/526 | 5:0/526 | ], loss = 1.6751291751861572, rewards = 50.0, consume time = 153.74392890930176s
Episode 99 done, steps = 61015, actions = [0:0/526 | 1:168/526 | 2:1/526 | 3:351/526 | 4:5/526 | 5:1/526 | ], loss = 1.8706201314926147, rewards = 50.0, consume time = 155.06944489479065s
Episode 100 done, steps = 61543, actions = [0:0/528 | 1:154/528 | 2:0/528 | 3:371/528 | 4:3/528 | 5:0/528 | ], loss = 1.9499927759170532, rewards = 50.0, consume time = 156.41666102409363s
Episode 101 done, steps = 62079, actions = [0:0/536 | 1:140/536 | 2:1/536 | 3:389/536 | 4:6/536 | 5:0/536 | ], loss = 2.8968424797058105, rewards = 75.0, consume time = 157.77064895629883s
Episode 102 done, steps = 62593, actions = [0:0/514 | 1:135/514 | 2:1/514 | 3:377/514 | 4:1/514 | 5:0/514 | ], loss = 1.9010541439056396, rewards = 50.0, consume time = 159.09495401382446s
Episode 103 done, steps = 63125, actions = [0:0/532 | 1:115/532 | 2:0/532 | 3:414/532 | 4:3/532 | 5:0/532 | ], loss = 2.3640732765197754, rewards = 75.0, consume time = 160.4487760066986s
Episode 104 done, steps = 63653, actions = [0:0/528 | 1:104/528 | 2:1/528 | 3:421/528 | 4:2/528 | 5:0/528 | ], loss = 1.5633338689804077, rewards = 50.0, consume time = 161.7762439250946s
Episode 105 done, steps = 64138, actions = [0:0/485 | 1:95/485 | 2:0/485 | 3:390/485 | 4:0/485 | 5:0/485 | ], loss = 1.0395091772079468, rewards = 30.0, consume time = 163.02887511253357s
Episode 106 done, steps = 64664, actions = [0:0/526 | 1:86/526 | 2:1/526 | 3:437/526 | 4:2/526 | 5:0/526 | ], loss = 1.6570930480957031, rewards = 50.0, consume time = 164.35190105438232s
Episode 107 done, steps = 65174, actions = [0:0/510 | 1:84/510 | 2:0/510 | 3:424/510 | 4:2/510 | 5:0/510 | ], loss = 2.0887503623962402, rewards = 75.0, consume time = 165.67187881469727s
